#row, col, well-type, label-name, label-value, Compound, quantity, units, sample
# Use a (0, 0) coordinate to start a new plate.
# This will only start a new plate if it is NOT next to another 0,0 well. otherwise
# it will append the chemical to the well.
#
5,10,COMP,loc,well5x10,C183-1197,166.66666666666669,MICROMOLAR,0.935958152774322
5,11,POSITIVE,loc,well5x11,C183-1197,183.33333333333334,MICROMOLAR,0.9501306032868597
6,0,POSITIVE,loc,well6x0,C1867-1646,0.0,MICROMOLAR,0.9897865934805969
6,1,COMP,loc,well6x1,C1867-1646,16.666666666666668,MICROMOLAR,-0.28735480853555545
6,2,COMP,loc,well6x2,C1867-1646,33.333333333333336,MICROMOLAR,-0.013498085783682001
6,3,COMP,loc,well6x3,C1867-1646,50.0,MICROMOLAR,-0.3485444113122623
6,4,COMP,loc,well6x4,C1867-1646,66.66666666666667,MICROMOLAR,0.05077515529137596
6,5,COMP,loc,well6x5,C1867-1646,83.33333333333334,MICROMOLAR,0.192579604524787
6,6,COMP,loc,well6x6,C1867-1646,100.0,MICROMOLAR,0.3478692539241025
6,7,COMP,loc,well6x7,C1867-1646,116.66666666666667,MICROMOLAR,0.5397870354272529
6,8,COMP,loc,well6x8,C1867-1646,133.33333333333334,MICROMOLAR,0.5556160766478033
6,9,COMP,loc,well6x9,C1867-1646,150.0,MICROMOLAR,0.9521250378639017
6,10,COMP,loc,well6x10,C1867-1646,166.66666666666669,MICROMOLAR,0.7311467091773656
6,11,POSITIVE,loc,well6x11,C1867-1646,183.33333333333334,MICROMOLAR,0.9748838044906254
7,0,POSITIVE,loc,well7x0,C1841-1003,0.0,MICROMOLAR,0.928776627208312
7,1,COMP,loc,well7x1,C1841-1003,16.666666666666668,MICROMOLAR,-0.22020898906536052
7,2,COMP,loc,well7x2,C1841-1003,33.333333333333336,MICROMOLAR,-0.11761297620795831
7,3,COMP,loc,well7x3,C1841-1003,50.0,MICROMOLAR,-0.24773263600679046
7,4,COMP,loc,well7x4,C1841-1003,66.66666666666667,MICROMOLAR,-0.027579605893646844
7,5,COMP,loc,well7x5,C1841-1003,83.33333333333334,MICROMOLAR,0.2336401783480173
7,6,COMP,loc,well7x6,C1841-1003,100.0,MICROMOLAR,0.4098761167056939
7,7,COMP,loc,well7x7,C1841-1003,116.66666666666667,MICROMOLAR,0.646932426506506
7,8,COMP,loc,well7x8,C1841-1003,133.33333333333334,MICROMOLAR,0.6405494334941692
7,9,COMP,loc,well7x9,C1841-1003,150.0,MICROMOLAR,0.7567296596847255
7,10,COMP,loc,well7x10,C1841-1003,166.66666666666669,MICROMOLAR,0.7598656236041137
7,11,POSITIVE,loc,well7x11,C1841-1003,183.33333333333334,MICROMOLAR,0.931793182447961
0,0,NEGATIVE,loc,well0x0,C999-1381,0.0,MICROMOLAR,0.060843865071723714
0,1,COMP,loc,well0x1,C999-1381,16.666666666666668,MICROMOLAR,-0.3645535571483872
0,2,COMP,loc,well0x2,C999-1381,33.333333333333336,MICROMOLAR,-0.20693661845982222
0,3,COMP,loc,well0x3,C999-1381,50.0,MICROMOLAR,-0.24218937471728158
0,4,COMP,loc,well0x4,C999-1381,66.66666666666667,MICROMOLAR,-0.5588509931246864
0,5,COMP,loc,well0x5,C999-1381,83.33333333333334,MICROMOLAR,0.11621575422359659
0,6,COMP,loc,well0x6,C999-1381,100.0,MICROMOLAR,0.2593353368832803
0,7,COMP,loc,well0x7,C999-1381,116.66666666666667,MICROMOLAR,0.5474696385521264
0,8,COMP,loc,well0x8,C999-1381,133.33333333333334,MICROMOLAR,0.6972632572253638
0,9,COMP,loc,well0x9,C999-1381,150.0,MICROMOLAR,0.4151801150125849
0,10,COMP,loc,well0x10,C999-1381,166.66666666666669,MICROMOLAR,0.9775728209875203
0,11,NEGATIVE,loc,well0x11,C999-1381,183.33333333333334,MICROMOLAR,0.01771089298200147
1,0,NEGATIVE,loc,well1x0,C1511-1295,0.0,MICROMOLAR,0.09549430172594264
1,1,COMP,loc,well1x1,C1511-1295,16.666666666666668,MICROMOLAR,-0.01785242399952972
1,2,COMP,loc,well1x2,C1511-1295,33.333333333333336,MICROMOLAR,-0.06294870330727927
1,3,COMP,loc,well1x3,C1511-1295,50.0,MICROMOLAR,-0.03753099585375887
1,4,COMP,loc,well1x4,C1511-1295,66.66666666666667,MICROMOLAR,0.04182102894784444
1,5,COMP,loc,well1x5,C1511-1295,83.33333333333334,MICROMOLAR,0.19102671476807564
1,6,COMP,loc,well1x6,C1511-1295,100.0,MICROMOLAR,0.4101534919849166
1,7,COMP,loc,well1x7,C1511-1295,116.66666666666667,MICROMOLAR,0.7112317275273836
1,8,COMP,loc,well1x8,C1511-1295,133.33333333333334,MICROMOLAR,0.8726458196317589
1,9,COMP,loc,well1x9,C1511-1295,150.0,MICROMOLAR,0.8145306438497056
1,10,COMP,loc,well1x10,C1511-1295,166.66666666666669,MICROMOLAR,0.9696878783969245
1,11,NEGATIVE,loc,well1x11,C1511-1295,183.33333333333334,MICROMOLAR,0.09367656735863195
2,0,NEGATIVE,loc,well2x0,C539-455,0.0,MICROMOLAR,0.014289361387560495
2,1,COMP,loc,well2x1,C539-455,16.666666666666668,MICROMOLAR,-0.6717958660372845
2,2,COMP,loc,well2x2,C539-455,33.333333333333336,MICROMOLAR,-0.5643266337376801
2,3,COMP,loc,well2x3,C539-455,50.0,MICROMOLAR,-0.048688834218837504
2,4,COMP,loc,well2x4,C539-455,66.66666666666667,MICROMOLAR,-0.7150012284766668
2,5,COMP,loc,well2x5,C539-455,83.33333333333334,MICROMOLAR,-0.006502432270142577
2,6,COMP,loc,well2x6,C539-455,100.0,MICROMOLAR,-0.2414050889375028
2,7,COMP,loc,well2x7,C539-455,116.66666666666667,MICROMOLAR,0.5265206629928324
2,8,COMP,loc,well2x8,C539-455,133.33333333333334,MICROMOLAR,0.48312285916375397
2,9,COMP,loc,well2x9,C539-455,150.0,MICROMOLAR,0.7937169764739294
2,10,COMP,loc,well2x10,C539-455,166.66666666666669,MICROMOLAR,0.6724187298071225
2,11,NEGATIVE,loc,well2x11,C539-455,183.33333333333334,MICROMOLAR,0.03581740591123177
3,0,NEGATIVE,loc,well3x0,C1155-202,0.0,MICROMOLAR,0.0024669815005007646
3,1,COMP,loc,well3x1,C1155-202,16.666666666666668,MICROMOLAR,-0.6889568830088006
3,2,COMP,loc,well3x2,C1155-202,33.333333333333336,MICROMOLAR,-0.6480278443865911
3,3,COMP,loc,well3x3,C1155-202,50.0,MICROMOLAR,-0.32512506545262504
3,4,COMP,loc,well3x4,C1155-202,66.66666666666667,MICROMOLAR,0.04820298509592861
3,5,COMP,loc,well3x5,C1155-202,83.33333333333334,MICROMOLAR,-0.031243713840698933
3,6,COMP,loc,well3x6,C1155-202,100.0,MICROMOLAR,0.0494200842119385
3,7,COMP,loc,well3x7,C1155-202,116.66666666666667,MICROMOLAR,0.15875782067461308
3,8,COMP,loc,well3x8,C1155-202,133.33333333333334,MICROMOLAR,0.4097872873819839
3,9,COMP,loc,well3x9,C1155-202,150.0,MICROMOLAR,0.3146365736951843
3,10,COMP,loc,well3x10,C1155-202,166.66666666666669,MICROMOLAR,0.26793631842502674
3,11,NEGATIVE,loc,well3x11,C1155-202,183.33333333333334,MICROMOLAR,0.08297015392215303
4,0,POSITIVE,loc,well4x0,C1958-1017,0.0,MICROMOLAR,0.9350676321220053
4,1,COMP,loc,well4x1,C1958-1017,16.666666666666668,MICROMOLAR,-0.003830314817786635
4,2,COMP,loc,well4x2,C1958-1017,33.333333333333336,MICROMOLAR,0.00727557287171573
4,3,COMP,loc,well4x3,C1958-1017,50.0,MICROMOLAR,0.009835369867544696
4,4,COMP,loc,well4x4,C1958-1017,66.66666666666667,MICROMOLAR,0.06133374600293484
4,5,COMP,loc,well4x5,C1958-1017,83.33333333333334,MICROMOLAR,0.23607267691454112
4,6,COMP,loc,well4x6,C1958-1017,100.0,MICROMOLAR,0.4985966935556457
4,7,COMP,loc,well4x7,C1958-1017,116.66666666666667,MICROMOLAR,0.7515009570435512
4,8,COMP,loc,well4x8,C1958-1017,133.33333333333334,MICROMOLAR,0.9094507439388668
4,9,COMP,loc,well4x9,C1958-1017,150.0,MICROMOLAR,0.9537880505928386
4,10,COMP,loc,well4x10,C1958-1017,166.66666666666669,MICROMOLAR,0.9838222049721397
4,11,POSITIVE,loc,well4x11,C1958-1017,183.33333333333334,MICROMOLAR,0.9451278438050067
5,0,POSITIVE,loc,well5x0,C1496-468,0.0,MICROMOLAR,0.90005583698909
5,1,COMP,loc,well5x1,C1496-468,16.666666666666668,MICROMOLAR,-0.09905122545949223
5,2,COMP,loc,well5x2,C1496-468,33.333333333333336,MICROMOLAR,-0.21381247415631227
5,3,COMP,loc,well5x3,C1496-468,50.0,MICROMOLAR,-0.2524840236658764
5,4,COMP,loc,well5x4,C1496-468,66.66666666666667,MICROMOLAR,-0.0667639153424079
5,5,COMP,loc,well5x5,C1496-468,83.33333333333334,MICROMOLAR,-0.024031600459741204
5,6,COMP,loc,well5x6,C1496-468,100.0,MICROMOLAR,0.21132578407720437
5,7,COMP,loc,well5x7,C1496-468,116.66666666666667,MICROMOLAR,0.666132542059613
5,8,COMP,loc,well5x8,C1496-468,133.33333333333334,MICROMOLAR,0.7206976532539042
5,9,COMP,loc,well5x9,C1496-468,150.0,MICROMOLAR,0.9605228177829036
5,10,COMP,loc,well5x10,C1496-468,166.66666666666669,MICROMOLAR,0.7492543901961451
5,11,POSITIVE,loc,well5x11,C1496-468,183.33333333333334,MICROMOLAR,0.9872608773681077
6,0,POSITIVE,loc,well6x0,C759-1033,0.0,MICROMOLAR,0.9147752552539424
6,1,COMP,loc,well6x1,C759-1033,16.666666666666668,MICROMOLAR,-0.5712369300696745
6,2,COMP,loc,well6x2,C759-1033,33.333333333333336,MICROMOLAR,-0.4919889338120679
6,3,COMP,loc,well6x3,C759-1033,50.0,MICROMOLAR,-0.4741840527727024
6,4,COMP,loc,well6x4,C759-1033,66.66666666666667,MICROMOLAR,-0.33425755398569773
6,5,COMP,loc,well6x5,C759-1033,83.33333333333334,MICROMOLAR,0.027424315562371154
6,6,COMP,loc,well6x6,C759-1033,100.0,MICROMOLAR,0.28565749707394494
6,7,COMP,loc,well6x7,C759-1033,116.66666666666667,MICROMOLAR,0.35195076188150415
6,8,COMP,loc,well6x8,C759-1033,133.33333333333334,MICROMOLAR,0.7143818927209965
6,9,COMP,loc,well6x9,C759-1033,150.0,MICROMOLAR,0.8560389950911733
6,10,COMP,loc,well6x10,C759-1033,166.66666666666669,MICROMOLAR,0.3180844946603343
6,11,POSITIVE,loc,well6x11,C759-1033,183.33333333333334,MICROMOLAR,0.92746164943677
7,0,POSITIVE,loc,well7x0,C1236-535,0.0,MICROMOLAR,0.9898621681022057
7,1,COMP,loc,well7x1,C1236-535,16.666666666666668,MICROMOLAR,-0.2992563528394833
7,2,COMP,loc,well7x2,C1236-535,33.333333333333336,MICROMOLAR,0.0014203582075922854
7,3,COMP,loc,well7x3,C1236-535,50.0,MICROMOLAR,-0.1806175051308991
7,4,COMP,loc,well7x4,C1236-535,66.66666666666667,MICROMOLAR,0.022833663697154102
7,5,COMP,loc,well7x5,C1236-535,83.33333333333334,MICROMOLAR,0.18834685897587536
7,6,COMP,loc,well7x6,C1236-535,100.0,MICROMOLAR,0.12769077084062275
7,7,COMP,loc,well7x7,C1236-535,116.66666666666667,MICROMOLAR,0.6829844309473804
7,8,COMP,loc,well7x8,C1236-535,133.33333333333334,MICROMOLAR,0.8154706585637399
7,9,COMP,loc,well7x9,C1236-535,150.0,MICROMOLAR,0.7982948858992356
7,10,COMP,loc,well7x10,C1236-535,166.66666666666669,MICROMOLAR,0.7808155658070143
7,11,POSITIVE,loc,well7x11,C1236-535,183.33333333333334,MICROMOLAR,0.9728031585789509
0,0,NEGATIVE,loc,well0x0,C231-1201,0.0,MICROMOLAR,0.012451193796804627
0,1,COMP,loc,well0x1,C231-1201,16.666666666666668,MICROMOLAR,-0.027238615731166618
0,2,COMP,loc,well0x2,C231-1201,33.333333333333336,MICROMOLAR,-0.030408082992065006
0,3,COMP,loc,well0x3,C231-1201,50.0,MICROMOLAR,-0.005092632212935867
0,4,COMP,loc,well0x4,C231-1201,66.66666666666667,MICROMOLAR,0.06429934553174574
0,5,COMP,loc,well0x5,C231-1201,83.33333333333334,MICROMOLAR,0.1896442455125143
0,6,COMP,loc,well0x6,C231-1201,100.0,MICROMOLAR,0.4737935746210842
0,7,COMP,loc,well0x7,C231-1201,116.66666666666667,MICROMOLAR,0.745361241619091
0,8,COMP,loc,well0x8,C231-1201,133.33333333333334,MICROMOLAR,0.8584625594148377
0,9,COMP,loc,well0x9,C231-1201,150.0,MICROMOLAR,0.933120478822498
0,10,COMP,loc,well0x10,C231-1201,166.66666666666669,MICROMOLAR,0.9444616237723007
0,11,NEGATIVE,loc,well0x11,C231-1201,183.33333333333334,MICROMOLAR,0.05941997584722179
1,0,NEGATIVE,loc,well1x0,C1642-380,0.0,MICROMOLAR,0.08793247355003811
1,1,COMP,loc,well1x1,C1642-380,16.666666666666668,MICROMOLAR,-0.004286836185702648
1,2,COMP,loc,well1x2,C1642-380,33.333333333333336,MICROMOLAR,-0.02604051631162675
1,3,COMP,loc,well1x3,C1642-380,50.0,MICROMOLAR,-0.3160281559263996
1,4,COMP,loc,well1x4,C1642-380,66.66666666666667,MICROMOLAR,-0.13795113878514792
1,5,COMP,loc,well1x5,C1642-380,83.33333333333334,MICROMOLAR,-0.005572810397966199
1,6,COMP,loc,well1x6,C1642-380,100.0,MICROMOLAR,0.38009616305979865
1,7,COMP,loc,well1x7,C1642-380,116.66666666666667,MICROMOLAR,0.6389400717625048
1,8,COMP,loc,well1x8,C1642-380,133.33333333333334,MICROMOLAR,0.6293762496969337
1,9,COMP,loc,well1x9,C1642-380,150.0,MICROMOLAR,0.8829163219937467
1,10,COMP,loc,well1x10,C1642-380,166.66666666666669,MICROMOLAR,0.8478102793665369
1,11,NEGATIVE,loc,well1x11,C1642-380,183.33333333333334,MICROMOLAR,0.02735969441939644
2,0,NEGATIVE,loc,well2x0,C1125-1507,0.0,MICROMOLAR,0.08578002396642119
2,1,COMP,loc,well2x1,C1125-1507,16.666666666666668,MICROMOLAR,-0.5142891764279346
2,2,COMP,loc,well2x2,C1125-1507,33.333333333333336,MICROMOLAR,-0.40798798943443454
2,3,COMP,loc,well2x3,C1125-1507,50.0,MICROMOLAR,-0.26703592486843986
2,4,COMP,loc,well2x4,C1125-1507,66.66666666666667,MICROMOLAR,-0.08677996413067061
2,5,COMP,loc,well2x5,C1125-1507,83.33333333333334,MICROMOLAR,-0.24599323875191606
2,6,COMP,loc,well2x6,C1125-1507,100.0,MICROMOLAR,-0.010498289608103062
2,7,COMP,loc,well2x7,C1125-1507,116.66666666666667,MICROMOLAR,0.21898135612728675
2,8,COMP,loc,well2x8,C1125-1507,133.33333333333334,MICROMOLAR,0.6241469040548975
2,9,COMP,loc,well2x9,C1125-1507,150.0,MICROMOLAR,0.7347821639693648
2,10,COMP,loc,well2x10,C1125-1507,166.66666666666669,MICROMOLAR,0.877772810520734
2,11,NEGATIVE,loc,well2x11,C1125-1507,183.33333333333334,MICROMOLAR,0.006946614909003568
3,0,NEGATIVE,loc,well3x0,C288-1653,0.0,MICROMOLAR,0.024323960993277084
3,1,COMP,loc,well3x1,C288-1653,16.666666666666668,MICROMOLAR,-0.03850501663146102
3,2,COMP,loc,well3x2,C288-1653,33.333333333333336,MICROMOLAR,-0.1570398061119849
3,3,COMP,loc,well3x3,C288-1653,50.0,MICROMOLAR,-0.22349732856319526
3,4,COMP,loc,well3x4,C288-1653,66.66666666666667,MICROMOLAR,0.005242340220449199
3,5,COMP,loc,well3x5,C288-1653,83.33333333333334,MICROMOLAR,0.009031792186848187
3,6,COMP,loc,well3x6,C288-1653,100.0,MICROMOLAR,0.2591251533494961
3,7,COMP,loc,well3x7,C288-1653,116.66666666666667,MICROMOLAR,0.6638595484026344
3,8,COMP,loc,well3x8,C288-1653,133.33333333333334,MICROMOLAR,0.6254077190208662
3,9,COMP,loc,well3x9,C288-1653,150.0,MICROMOLAR,0.9447036482114498
3,10,COMP,loc,well3x10,C288-1653,166.66666666666669,MICROMOLAR,0.8191308143884573
3,11,NEGATIVE,loc,well3x11,C288-1653,183.33333333333334,MICROMOLAR,0.05933391408232617
4,0,POSITIVE,loc,well4x0,C7-1278,0.0,MICROMOLAR,0.9809863529998578
4,1,COMP,loc,well4x1,C7-1278,16.666666666666668,MICROMOLAR,-0.28397222730385735
4,2,COMP,loc,well4x2,C7-1278,33.333333333333336,MICROMOLAR,-0.003648499304582973
4,3,COMP,loc,well4x3,C7-1278,50.0,MICROMOLAR,-0.14032669772756526
4,4,COMP,loc,well4x4,C7-1278,66.66666666666667,MICROMOLAR,-0.022312673602528976
4,5,COMP,loc,well4x5,C7-1278,83.33333333333334,MICROMOLAR,0.10171929110718789
4,6,COMP,loc,well4x6,C7-1278,100.0,MICROMOLAR,0.17167468161817784
4,7,COMP,loc,well4x7,C7-1278,116.66666666666667,MICROMOLAR,0.4977601990745952
4,8,COMP,loc,well4x8,C7-1278,133.33333333333334,MICROMOLAR,0.6415508383761486
4,9,COMP,loc,well4x9,C7-1278,150.0,MICROMOLAR,0.6536697647013852
4,10,COMP,loc,well4x10,C7-1278,166.66666666666669,MICROMOLAR,0.9696249939236048
4,11,POSITIVE,loc,well4x11,C7-1278,183.33333333333334,MICROMOLAR,0.9471656158498833
5,0,POSITIVE,loc,well5x0,C17-79,0.0,MICROMOLAR,0.9370309183417777
5,1,COMP,loc,well5x1,C17-79,16.666666666666668,MICROMOLAR,-0.2119449305470562
5,2,COMP,loc,well5x2,C17-79,33.333333333333336,MICROMOLAR,-0.036552486906176435
5,3,COMP,loc,well5x3,C17-79,50.0,MICROMOLAR,-0.1063292674311895
5,4,COMP,loc,well5x4,C17-79,66.66666666666667,MICROMOLAR,0.056523808794365756
5,5,COMP,loc,well5x5,C17-79,83.33333333333334,MICROMOLAR,-0.10603364372522214
5,6,COMP,loc,well5x6,C17-79,100.0,MICROMOLAR,0.2916405375476762
5,7,COMP,loc,well5x7,C17-79,116.66666666666667,MICROMOLAR,0.47036341607487425
5,8,COMP,loc,well5x8,C17-79,133.33333333333334,MICROMOLAR,0.819388104597026
5,9,COMP,loc,well5x9,C17-79,150.0,MICROMOLAR,0.6261608226656261
5,10,COMP,loc,well5x10,C17-79,166.66666666666669,MICROMOLAR,0.9550257430404447
5,11,POSITIVE,loc,well5x11,C17-79,183.33333333333334,MICROMOLAR,0.9570708476579133
6,0,POSITIVE,loc,well6x0,C1481-610,0.0,MICROMOLAR,0.9762668340198855
6,1,COMP,loc,well6x1,C1481-610,16.666666666666668,MICROMOLAR,-0.05624835503518305
6,2,COMP,loc,well6x2,C1481-610,33.333333333333336,MICROMOLAR,-0.0860116588351548
6,3,COMP,loc,well6x3,C1481-610,50.0,MICROMOLAR,-0.1172528317196603
6,4,COMP,loc,well6x4,C1481-610,66.66666666666667,MICROMOLAR,0.07750967007348267
6,5,COMP,loc,well6x5,C1481-610,83.33333333333334,MICROMOLAR,0.09869422967485234
6,6,COMP,loc,well6x6,C1481-610,100.0,MICROMOLAR,0.47569179567338127
6,7,COMP,loc,well6x7,C1481-610,116.66666666666667,MICROMOLAR,0.6777691841368851
6,8,COMP,loc,well6x8,C1481-610,133.33333333333334,MICROMOLAR,0.8873029880291334
6,9,COMP,loc,well6x9,C1481-610,150.0,MICROMOLAR,0.8338719997250434
6,10,COMP,loc,well6x10,C1481-610,166.66666666666669,MICROMOLAR,0.8718044887278771
6,11,POSITIVE,loc,well6x11,C1481-610,183.33333333333334,MICROMOLAR,0.9637704317324822
7,0,POSITIVE,loc,well7x0,C965-716,0.0,MICROMOLAR,0.9839730471121453
7,1,COMP,loc,well7x1,C965-716,16.666666666666668,MICROMOLAR,-0.32170522720263695
7,2,COMP,loc,well7x2,C965-716,33.333333333333336,MICROMOLAR,-0.5100250677504524
7,3,COMP,loc,well7x3,C965-716,50.0,MICROMOLAR,-0.054610305755231084
7,4,COMP,loc,well7x4,C965-716,66.66666666666667,MICROMOLAR,0.06509324471726773
7,5,COMP,loc,well7x5,C965-716,83.33333333333334,MICROMOLAR,0.19271021132340016
7,6,COMP,loc,well7x6,C965-716,100.0,MICROMOLAR,0.4476182223162972
7,7,COMP,loc,well7x7,C965-716,116.66666666666667,MICROMOLAR,0.4304465815671231
7,8,COMP,loc,well7x8,C965-716,133.33333333333334,MICROMOLAR,0.4976588237315273
7,9,COMP,loc,well7x9,C965-716,150.0,MICROMOLAR,0.46315277161845825
7,10,COMP,loc,well7x10,C965-716,166.66666666666669,MICROMOLAR,0.9172416481131357
7,11,POSITIVE,loc,well7x11,C965-716,183.33333333333334,MICROMOLAR,0.9282942753024356
0,0,NEGATIVE,loc,well0x0,C148-540,0.0,MICROMOLAR,0.02265693528742333
